model,MAE,MSE,RMSE,R2 adjusted
RandomForestRegressor_Baseline,3.128643630175736,130.40256140969635,11.41939409118086,0.9454508077447209
DecisionTreeRegressor_Baseline,3.406184130378469,211.4286462192853,14.540586171791194,0.9062685902726801
GradientBoostingRegressor_Baseline,8.415730324494062,322.5316870570135,17.959167215019008,0.8595306379485765
LightGBMRegressor_Baseline,5.157710217415318,171.08842680795973,13.08007747713903,0.923859948347835
RandomForestRegressor_best_params_optuna,6.56731052468833,255.61378228222586,15.987926140754649,0.8189160592848047
DecisionTreeRegressor_best_params_optuna,13.544067691039352,918.3097749823947,30.303626432861048,0.5827308616447764
GradientBoostingRegressor_best_params_optuna,3.89992636572482,128.7249658466987,11.345702527684159,0.9519097453392409
LightGBMRegressor_best_params_optuna,3.9237526651350296,137.87711026580305,11.74210842505736,0.946228542855569
